date,open,high,low,close,adj_close,volume,stock
2019-11-07,258.73999,260.350006,258.109985,259.429993,258.117004,23735100,AAPL
2019-11-08,258.690002,260.440002,256.850006,260.140015,258.823456,17496600,AAPL
2019-11-11,258.299988,262.470001,258.279999,262.200012,260.873016,20455300,AAPL
2019-11-12,261.549988,262.790009,260.920013,261.959991,260.634216,21847200,AAPL
2019-11-13,261.130005,264.779999,261.070007,264.470001,263.131531,25683600,AAPL
2019-11-14,263.75,264.880005,262.100006,262.640015,261.310791,22295700,AAPL
2019-11-15,263.679993,265.779999,263.01001,265.76001,264.415009,25051600,AAPL
2019-11-18,265.799988,267.429993,264.230011,267.100006,265.74823,21675800,AAPL
2019-11-19,267.899994,268.0,265.390015,266.290009,264.942322,19041800,AAPL
2019-11-20,265.540009,266.079987,260.399994,263.190002,261.858032,26558600,AAPL
2019-11-21,263.690002,264.01001,261.179993,262.01001,260.68399,30348800,AAPL
2019-11-22,262.589996,263.179993,260.839996,261.779999,260.455139,16331300,AAPL
2019-11-25,262.709991,266.440002,262.519989,266.369995,265.021912,21005100,AAPL
2019-11-26,266.940002,267.160004,262.5,264.290009,262.952423,26301900,AAPL
2019-11-27,265.579987,267.980011,265.309998,267.839996,266.484467,16308900,AAPL
2019-11-29,266.600006,268.0,265.899994,267.25,265.897461,11654400,AAPL
2019-12-02,267.269989,268.25,263.450012,264.160004,262.82309,23621800,AAPL
2019-12-03,258.309998,259.529999,256.290009,259.450012,258.136963,28607600,AAPL
2019-12-04,261.070007,263.309998,260.679993,261.73999,260.415344,16795400,AAPL
2019-12-05,263.790009,265.890015,262.730011,265.579987,264.235901,18606100,AAPL
2019-12-06,267.480011,271.0,267.299988,270.709991,269.339935,26518900,AAPL
2019-12-09,270.0,270.799988,264.910004,266.920013,265.569122,32010600,AAPL
2019-12-10,268.600006,270.070007,265.859985,268.480011,267.121246,22605100,AAPL
2019-12-11,268.809998,271.100006,268.5,270.769989,269.399658,19689200,AAPL
2019-12-12,267.779999,272.559998,267.320007,271.459991,270.086151,34327600,AAPL
2019-12-13,271.459991,275.299988,270.929993,275.149994,273.757477,33396900,AAPL
2019-12-16,277.0,280.790009,276.980011,279.859985,278.443604,32046500,AAPL
2019-12-17,279.570007,281.769989,278.799988,280.410004,278.990875,28539600,AAPL
2019-12-18,279.799988,281.899994,279.119995,279.73999,278.324249,29007100,AAPL
2019-12-19,279.5,281.179993,278.950012,280.019989,278.602814,24592300,AAPL
2019-12-20,282.230011,282.649994,278.559998,279.440002,278.025757,68994500,AAPL
2019-12-23,280.529999,284.25,280.369995,284.0,282.562683,24643000,AAPL
2019-12-24,284.690002,284.890015,282.920013,284.269989,282.831299,12119700,AAPL
2019-12-26,284.820007,289.980011,284.700012,289.910004,288.44278,23280300,AAPL
2019-12-27,291.119995,293.970001,288.119995,289.799988,288.333313,36566500,AAPL
2019-12-30,289.459991,292.690002,285.220001,291.519989,290.044617,36028600,AAPL
2019-12-31,289.929993,293.679993,289.519989,293.649994,292.163818,25201400,AAPL
2020-01-02,296.23999,300.600006,295.190002,300.350006,298.829956,33870100,AAPL
2020-01-03,297.149994,300.579987,296.5,297.429993,295.924713,36580700,AAPL
2020-01-06,293.790009,299.959991,292.75,299.799988,298.282715,29596800,AAPL
2020-01-07,299.839996,300.899994,297.480011,298.390015,296.879883,27218000,AAPL
2020-01-08,297.160004,304.440002,297.160004,303.190002,301.655548,33019800,AAPL
2020-01-09,307.23999,310.429993,306.200012,309.630005,308.062988,42527100,AAPL
2020-01-10,310.600006,312.670013,308.25,310.329987,308.759399,35161200,AAPL
2020-01-13,311.640015,317.070007,311.149994,316.959991,315.355865,30383000,AAPL
2020-01-14,316.700012,317.570007,312.170013,312.679993,311.097534,40488600,AAPL
2020-01-15,311.850006,315.5,309.549988,311.339996,309.764313,30480900,AAPL
2020-01-16,313.589996,315.700012,312.089996,315.23999,313.644562,27146800,AAPL
2020-01-17,316.269989,318.73999,315.0,318.730011,317.116943,34454100,AAPL
2020-01-21,317.190002,319.019989,316.0,316.570007,314.967865,27710800,AAPL
2020-01-22,318.579987,319.98999,317.309998,317.700012,316.092163,25458100,AAPL
2020-01-23,317.920013,319.559998,315.649994,319.230011,317.61441,26118000,AAPL
2020-01-24,320.25,323.329987,317.519989,318.309998,316.699036,36634400,AAPL
2020-01-27,310.059998,311.769989,304.880005,308.950012,307.386414,40485000,AAPL
2020-01-28,312.600006,318.399994,312.190002,317.690002,316.082184,40558500,AAPL
2020-01-29,324.450012,327.850006,321.380005,324.339996,322.698517,54057300,AAPL
2020-01-30,320.540009,324.089996,318.75,323.869995,322.230896,31685800,AAPL
2020-01-31,320.929993,322.679993,308.290009,309.51001,307.943604,49897100,AAPL
2020-02-03,304.299988,313.48999,302.220001,308.660004,307.0979,43496400,AAPL
2020-02-04,315.309998,319.640015,313.630005,318.850006,317.236298,34154100,AAPL
2020-02-05,323.519989,324.76001,318.950012,321.450012,319.823181,29706700,AAPL
2020-02-06,322.570007,325.220001,320.26001,325.209991,323.564117,26356400,AAPL
2020-02-07,322.369995,323.399994,318.0,320.029999,319.166016,29421000,AAPL
2020-02-10,314.179993,321.549988,313.850006,321.549988,320.681915,27337200,AAPL
2020-02-11,323.600006,323.899994,318.709991,319.609985,318.747131,23580800,AAPL
2020-02-12,321.470001,327.220001,321.470001,327.200012,326.316681,28432600,AAPL
2020-02-13,324.190002,326.220001,323.350006,324.869995,323.99295,23686900,AAPL
2020-02-14,324.73999,325.980011,322.850006,324.950012,324.072754,20028400,AAPL
2020-02-18,315.359985,319.75,314.609985,319.0,318.138794,38132800,AAPL
2020-02-19,320.0,324.570007,320.0,323.619995,322.746338,23496000,AAPL
2020-02-20,322.630005,324.649994,318.209991,320.299988,319.435272,25141500,AAPL
2020-02-21,318.619995,320.450012,310.5,313.049988,312.204865,32388500,AAPL
2020-02-24,297.26001,304.179993,289.230011,298.179993,297.375,55548800,AAPL
2020-02-25,300.950012,302.529999,286.130005,288.079987,287.302277,57668400,AAPL
2020-02-26,286.529999,297.880005,286.5,292.649994,291.859924,49513700,AAPL
2020-02-27,281.100006,286.0,272.959991,273.519989,272.781586,79834500,AAPL
2020-02-28,257.26001,278.410004,256.369995,273.359985,272.622009,106721200,AAPL
2020-03-02,282.279999,301.440002,277.720001,298.809998,298.003296,85349300,AAPL
2020-03-03,303.670013,304.0,285.799988,289.320007,288.53894,79868900,AAPL
2020-03-04,296.440002,303.399994,293.130005,302.73999,301.922699,54794600,AAPL
2020-03-05,295.519989,299.549988,291.410004,292.920013,292.129211,46893200,AAPL
2020-03-06,282.0,290.820007,281.230011,289.029999,288.249725,56544200,AAPL
2020-03-09,263.75,278.089996,263.0,266.170013,265.451447,71686200,AAPL
2020-03-10,277.140015,286.440002,269.369995,285.339996,284.569672,71322500,AAPL
2020-03-11,277.390015,281.220001,271.859985,275.429993,274.686432,63899700,AAPL
2020-03-12,255.940002,270.0,248.0,248.229996,247.55986,104618500,AAPL
2020-03-13,264.890015,279.920013,252.949997,277.970001,277.219574,92683000,AAPL
2020-03-16,241.949997,259.079987,240.0,242.210007,241.556122,80605900,AAPL
2020-03-17,247.509995,257.609985,238.399994,252.860001,252.177368,81014000,AAPL
2020-03-18,239.770004,250.0,237.119995,246.669998,246.004074,75058400,AAPL
2020-03-19,247.389999,252.839996,242.610001,244.779999,244.119171,67964300,AAPL
2020-03-20,247.179993,251.830002,228.0,229.240005,228.62114,100423300,AAPL
2020-03-23,228.080002,228.5,212.610001,224.369995,223.764267,84188200,AAPL
2020-03-24,236.360001,247.690002,234.300003,246.880005,246.213516,71882800,AAPL
2020-03-25,250.75,258.25,244.300003,245.520004,244.857178,75900500,AAPL
2020-03-26,246.520004,258.679993,246.360001,258.440002,257.74231,63021800,AAPL
2020-03-27,252.75,255.869995,247.050003,247.740005,247.071182,51054200,AAPL
2020-03-30,250.740005,255.520004,249.399994,254.809998,254.122101,41994100,AAPL
2020-03-31,255.600006,262.48999,252.0,254.289993,253.6035,49250500,AAPL
2020-04-01,246.5,248.720001,239.130005,240.910004,240.259628,44054600,AAPL
2020-04-02,240.339996,245.149994,236.899994,244.929993,244.268768,41483500,AAPL
2020-04-03,242.800003,245.699997,238.970001,241.410004,240.75827,32470000,AAPL
2020-04-06,250.899994,263.109985,249.380005,262.470001,261.761414,50455100,AAPL
2020-04-07,270.799988,271.700012,259.0,259.429993,258.729614,50721800,AAPL
2020-04-08,262.73999,267.369995,261.230011,266.070007,265.351715,42223800,AAPL
2020-04-09,268.700012,270.070007,264.700012,267.98999,267.26651,40529100,AAPL
2020-04-13,268.309998,273.700012,265.829987,273.25,272.512329,32755700,AAPL
2020-04-14,280.0,288.25,278.049988,287.049988,286.275055,48748700,AAPL
2020-04-15,282.399994,286.329987,280.630005,284.429993,283.66214,32788600,AAPL
2020-04-16,287.380005,288.200012,282.350006,286.690002,285.916046,39281300,AAPL
2020-04-17,284.690002,286.950012,276.859985,282.799988,282.03653,53812500,AAPL
2020-04-20,277.950012,281.679993,276.850006,276.929993,276.182373,32503800,AAPL
2020-04-21,276.279999,277.25,265.429993,268.369995,267.645477,45247900,AAPL
2020-04-22,273.609985,277.899994,272.200012,276.100006,275.354614,29264300,AAPL
2020-04-23,275.869995,281.75,274.869995,275.029999,274.287506,31203600,AAPL
2020-04-24,277.200012,283.01001,277.0,282.970001,282.206085,31627200,AAPL
2020-04-27,281.799988,284.540009,279.950012,283.170013,282.405548,29271900,AAPL
2020-04-28,285.079987,285.829987,278.200012,278.579987,277.827911,28001200,AAPL
2020-04-29,284.730011,289.670013,283.890015,287.730011,286.953247,34320200,AAPL
2020-04-30,289.959991,294.529999,288.350006,293.799988,293.006836,45457600,AAPL
2020-05-01,286.25,299.0,285.850006,289.070007,288.289612,60154200,AAPL
2020-05-04,289.170013,293.690002,286.320007,293.160004,292.368561,33392000,AAPL
2020-05-05,295.059998,301.0,294.459991,297.559998,296.756683,36937800,AAPL
2020-05-06,300.459991,303.23999,298.869995,300.630005,299.81839,35583400,AAPL
2020-05-07,303.220001,305.170013,301.970001,303.73999,302.919983,28803800,AAPL
2020-05-08,305.640015,310.350006,304.290009,310.130005,310.130005,33512000,AAPL
2020-05-11,308.100006,317.049988,307.23999,315.01001,315.01001,36405900,AAPL
2020-05-12,317.829987,319.690002,310.910004,311.410004,311.410004,40575300,AAPL
2020-05-13,312.149994,315.950012,303.209991,307.649994,307.649994,50155600,AAPL
2020-05-14,304.51001,309.790009,301.529999,309.540009,309.540009,39732300,AAPL
2020-05-15,300.350006,307.899994,300.209991,307.709991,307.709991,41587100,AAPL
2020-05-18,313.170013,316.5,310.320007,314.959991,314.959991,33843100,AAPL
2020-05-19,315.029999,318.519989,313.01001,313.140015,313.140015,25432400,AAPL
2020-05-20,316.679993,319.519989,316.519989,319.230011,319.230011,27876200,AAPL
2020-05-21,318.660004,320.890015,315.869995,316.850006,316.850006,25672200,AAPL
2020-05-22,315.769989,319.230011,315.350006,318.890015,318.890015,20450800,AAPL
2020-05-26,323.5,324.23999,316.5,316.730011,316.730011,31380500,AAPL
2020-05-27,316.140015,318.709991,313.089996,318.109985,318.109985,28236300,AAPL
2020-05-28,316.769989,323.440002,315.630005,318.25,318.25,33390200,AAPL
2020-05-29,319.25,321.149994,316.470001,317.940002,317.940002,38399500,AAPL
2020-06-01,317.75,322.350006,317.209991,321.850006,321.850006,20197800,AAPL
2020-06-02,320.75,323.440002,318.929993,323.339996,323.339996,21910700,AAPL
2020-06-03,324.660004,326.200012,322.299988,325.119995,325.119995,26122800,AAPL
2020-06-04,324.390015,325.619995,320.779999,322.320007,322.320007,21890100,AAPL
2020-06-05,323.350006,331.75,323.230011,331.5,331.5,34312600,AAPL
2020-06-08,330.25,333.600006,327.320007,333.459991,333.459991,23913600,AAPL
2020-06-09,332.140015,345.609985,332.01001,343.98999,343.98999,36928100,AAPL
2020-06-10,347.899994,354.769989,346.089996,352.839996,352.839996,41662900,AAPL
2020-06-11,349.309998,351.059998,335.480011,335.899994,335.899994,50415600,AAPL
2020-06-12,344.720001,347.799988,334.220001,338.799988,338.799988,50001500,AAPL
2020-06-15,333.25,345.679993,332.579987,342.98999,342.98999,34702200,AAPL
2020-06-16,351.459991,353.200012,344.720001,352.079987,352.079987,41357200,AAPL
2020-06-17,355.149994,355.399994,351.089996,351.589996,351.589996,28532000,AAPL
2020-06-18,351.410004,353.450012,349.220001,351.730011,351.730011,24205100,AAPL
2020-06-19,354.640015,356.559998,345.149994,349.720001,349.720001,66119000,AAPL
2020-06-22,351.339996,359.459991,351.149994,358.869995,358.869995,33861300,AAPL
2020-06-23,364.0,372.380005,362.269989,366.529999,366.529999,53038900,AAPL
2020-06-24,365.0,368.790009,358.519989,360.059998,360.059998,48155800,AAPL
2020-06-25,360.700012,365.0,357.570007,364.839996,364.839996,34380600,AAPL
2020-06-26,364.410004,365.320007,353.019989,353.630005,353.630005,51314200,AAPL
2020-06-29,353.25,362.170013,351.279999,361.779999,361.779999,32661500,AAPL
2020-06-30,360.079987,365.980011,360.0,364.799988,364.799988,35055800,AAPL
2020-07-01,365.119995,367.359985,363.910004,364.109985,364.109985,27684300,AAPL
2020-07-02,367.850006,370.470001,363.640015,364.109985,364.109985,28510400,AAPL
2020-07-06,370.0,375.779999,369.869995,373.850006,373.850006,29663900,AAPL
2020-07-07,375.410004,378.619995,372.230011,372.690002,372.690002,28106100,AAPL
2020-07-08,376.720001,381.5,376.359985,381.369995,381.369995,29273000,AAPL
2020-07-09,385.049988,385.269989,378.690002,383.01001,383.01001,31410700,AAPL
2020-07-10,381.339996,383.920013,378.820007,383.679993,383.679993,22564300,AAPL
2019-07-15,210.330002,211.350006,208.979996,210.699997,207.1297,1640300,AMT
2019-07-16,211.179993,211.589996,209.020004,209.309998,205.76326,1430600,AMT
2019-07-17,210.070007,211.539993,207.820007,208.740005,205.202927,1395000,AMT
2019-07-18,208.649994,209.410004,205.009995,208.660004,205.124283,1279400,AMT
2019-07-19,209.149994,209.429993,205.289993,205.559998,202.076797,1847200,AMT
2019-07-22,205.949997,207.160004,204.679993,206.699997,203.197495,1259200,AMT
2019-07-23,206.520004,207.740005,205.479996,206.800003,203.295792,1165300,AMT
2019-07-24,206.820007,207.289993,204.580002,204.789993,201.319839,1932400,AMT
2019-07-25,207.029999,207.029999,203.830002,205.419998,201.939178,1058800,AMT
2019-07-26,205.5,206.080002,203.649994,204.589996,201.123245,1336800,AMT
2019-07-29,204.669998,207.0,204.149994,205.570007,202.086639,1875400,AMT
2019-07-30,206.539993,209.0,205.589996,208.649994,205.114441,2080100,AMT
2019-07-31,209.619995,213.679993,209.350006,211.619995,208.034119,2845100,AMT
2019-08-01,210.110001,213.860001,208.5,211.410004,207.827682,1691400,AMT
2019-08-02,211.740005,216.699997,210.919998,215.470001,211.818893,1802200,AMT
2019-08-05,214.630005,216.199997,211.320007,213.899994,210.275482,2268700,AMT
2019-08-06,214.039993,217.029999,213.139999,216.949997,213.273788,1988200,AMT
2019-08-07,216.029999,219.009995,211.539993,217.429993,213.745667,1827800,AMT
2019-08-08,217.539993,221.369995,216.0,221.020004,217.274857,1389700,AMT
2019-08-09,221.619995,224.710007,219.479996,222.229996,218.46434,1251300,AMT
2019-08-12,222.009995,222.970001,220.429993,222.220001,218.454498,883800,AMT
2019-08-13,222.679993,223.589996,219.369995,221.100006,217.353485,2468800,AMT
2019-08-14,221.070007,221.619995,218.460007,218.880005,215.171112,2092700,AMT
2019-08-15,219.25,224.570007,218.850006,224.199997,220.40097,1773200,AMT
2019-08-16,225.100006,225.429993,221.929993,222.929993,219.152466,1681900,AMT
2019-08-19,224.039993,225.690002,222.830002,225.190002,221.374176,1415900,AMT
2019-08-20,225.509995,227.389999,223.529999,225.559998,221.737915,1620700,AMT
2019-08-21,225.550003,227.479996,224.789993,227.380005,223.527084,1279500,AMT
2019-08-22,227.779999,228.779999,224.990005,228.509995,224.637924,1073000,AMT
2019-08-23,228.940002,231.639999,225.570007,226.570007,222.730804,1497100,AMT
2019-08-26,227.570007,230.149994,226.110001,230.070007,226.171494,968500,AMT
2019-08-27,230.779999,231.770004,229.029999,229.789993,225.89624,1584000,AMT
2019-08-28,229.550003,231.529999,228.580002,230.139999,226.240295,1143700,AMT
2019-08-29,231.0,231.5,229.130005,230.410004,226.505737,986200,AMT
2019-08-30,231.490005,231.669998,229.070007,230.190002,226.289459,1426200,AMT
2019-09-03,230.600006,237.899994,230.190002,237.839996,233.809814,1843100,AMT
2019-09-04,238.229996,242.0,237.970001,241.070007,236.985107,1796100,AMT
2019-09-05,242.0,242.0,234.589996,235.75,231.755249,2059100,AMT
2019-09-06,235.949997,236.559998,231.660004,232.589996,228.648788,2307600,AMT
2019-09-09,232.779999,233.179993,223.740005,224.0,220.204361,2994000,AMT
2019-09-10,222.830002,222.990005,213.5,216.210007,212.546356,4266100,AMT
2019-09-11,215.949997,217.869995,212.5,212.699997,209.095825,3019700,AMT
2019-09-12,216.020004,219.350006,214.669998,218.850006,215.141632,2334500,AMT
2019-09-13,218.289993,219.25,213.919998,215.369995,211.720581,1908800,AMT
2019-09-16,215.520004,217.5,215.029999,216.770004,213.096863,1422100,AMT
2019-09-17,218.399994,221.399994,217.520004,221.300003,217.550079,1853300,AMT
2019-09-18,221.949997,222.600006,218.470001,221.610001,217.854843,1318300,AMT
2019-09-19,220.539993,229.360001,220.0,227.070007,223.222351,2281100,AMT
2019-09-20,228.25,228.479996,224.729996,225.559998,221.737915,2787400,AMT
2019-09-23,225.839996,226.509995,224.949997,225.380005,221.560974,1267000,AMT
2019-09-24,226.100006,227.270004,223.100006,225.160004,221.344681,1728600,AMT
2019-09-25,225.460007,225.619995,220.860001,222.039993,218.277542,1709400,AMT
2019-09-26,221.639999,224.070007,221.550003,223.0,220.163254,1350400,AMT
2019-09-27,223.089996,223.089996,216.860001,218.979996,216.194397,1832400,AMT
2019-09-30,219.320007,221.779999,218.869995,221.130005,218.317047,1703000,AMT
2019-10-01,220.699997,222.869995,218.220001,220.889999,218.080078,1545400,AMT
2019-10-02,220.75,222.0,218.5,219.990005,217.191559,1270100,AMT
2019-10-03,220.419998,225.520004,220.270004,223.899994,221.051804,1604700,AMT
2019-10-04,223.970001,227.399994,223.660004,225.929993,223.055969,1621900,AMT
2019-10-07,225.190002,226.610001,222.970001,225.279999,222.414261,1005800,AMT
2019-10-08,225.220001,228.119995,223.639999,226.100006,223.223831,1962200,AMT
2019-10-09,226.570007,227.350006,225.330002,226.570007,223.687851,1038800,AMT
2019-10-10,226.149994,227.679993,224.110001,226.279999,223.40152,1888900,AMT
2019-10-11,226.169998,227.059998,224.350006,224.449997,221.594803,1352200,AMT
2019-10-14,224.990005,226.600006,224.509995,225.639999,222.769669,766100,AMT
2019-10-15,225.740005,226.460007,221.839996,224.210007,221.35788,993200,AMT
2019-10-16,223.550003,223.550003,220.550003,221.970001,219.146362,1508400,AMT
2019-10-17,224.100006,227.149994,223.460007,225.910004,223.03624,1197100,AMT
2019-10-18,225.949997,229.600006,225.850006,229.089996,226.175781,1544400,AMT
2019-10-21,229.240005,229.589996,226.699997,229.399994,226.481827,1272400,AMT
2019-10-22,229.160004,231.210007,226.429993,226.740005,223.855682,1341000,AMT
2019-10-23,226.25,227.360001,223.869995,226.020004,223.144836,1151500,AMT
2019-10-24,226.0,226.729996,223.350006,223.470001,220.627289,1097900,AMT
2019-10-25,223.190002,223.199997,215.199997,216.669998,213.913773,2409800,AMT
2019-10-28,218.779999,219.0,210.029999,210.75,208.069092,3431400,AMT
2019-10-29,211.009995,216.820007,210.550003,216.160004,213.410263,2044000,AMT
2019-10-30,216.179993,217.410004,214.600006,217.240005,214.476532,1520700,AMT
2019-10-31,218.5,219.5,214.050003,218.080002,215.305847,2021200,AMT
2019-11-01,219.149994,219.759995,212.350006,215.520004,212.778412,2112200,AMT
2019-11-04,214.759995,215.479996,211.0,211.070007,208.385025,1640000,AMT
2019-11-05,210.649994,210.729996,202.910004,206.009995,203.389374,3449700,AMT
2019-11-06,206.309998,208.880005,205.869995,207.979996,205.33432,2206100,AMT
2019-11-07,206.710007,207.199997,203.529999,205.690002,203.073471,2117400,AMT
2019-11-08,204.889999,208.559998,204.259995,205.869995,203.251144,1819400,AMT
2019-11-11,205.699997,208.589996,205.580002,207.350006,204.712341,1347200,AMT
2019-11-12,207.440002,208.770004,206.350006,206.75,204.119965,1475400,AMT
2019-11-13,207.779999,211.089996,207.559998,210.320007,207.644562,1664900,AMT
2019-11-14,210.399994,211.910004,210.0,211.800003,209.105728,1362800,AMT
2019-11-15,212.210007,213.429993,210.199997,213.369995,210.655746,1546600,AMT
2019-11-18,212.979996,215.669998,212.979996,214.330002,211.603546,1353700,AMT
2019-11-19,214.669998,216.600006,213.860001,215.570007,212.827774,1526400,AMT
2019-11-20,215.720001,219.330002,215.639999,217.899994,215.128113,1297800,AMT
2019-11-21,217.520004,218.899994,213.309998,213.539993,210.823593,1361400,AMT
2019-11-22,213.490005,214.089996,209.789993,210.110001,207.437225,1779800,AMT
